,budget,popularity,runtime,revenue,homepage_bool,belongs_to_collection_bool,en_film,procoun_num,usa_production,lang_num,released,has_tagline,cast_size,crew_size,year,month,genre_name,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,None,Romance,Science Fiction,TV Movie,Thriller,War,Western
1410,13000000.0,14.017754,132.0,3500605,1,0,1,7.0,1,1.0,1,1,25.0,49.0,2016,11,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1411,13000000.0,8.611077,94.0,68572378,1,0,1,6.0,1,1.0,1,1,11.0,15.0,2013,3,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1412,15000000.0,14.421528,103.0,108286421,1,0,1,3.0,1,1.0,1,1,10.0,59.0,2016,3,"['Thriller', 'Science Fiction', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1413,,2.616309,86.0,524668,0,0,1,3.0,0,1.0,1,1,12.0,8.0,1991,8,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,40000000.0,14.840318,119.0,65754228,0,0,1,2.0,1,1.0,1,1,15.0,20.0,2001,2,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1415,,8.98296,127.0,20374201,1,0,0,4.0,0,2.0,1,0,46.0,11.0,2011,10,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,,4.337214,115.0,17530973,0,0,1,3.0,1,1.0,1,1,34.0,16.0,1992,4,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,40000000.0,12.637158,128.0,176997168,0,0,1,2.0,1,1.0,1,1,40.0,36.0,1993,7,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1418,2800000.0,8.173864,87.0,26279000,0,0,1,2.0,1,1.0,1,1,9.0,15.0,1981,8,"['Romance', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1419,700000.0,0.712844,85.0,1179676,0,0,1,1.0,0,2.0,1,1,7.0,2.0,2009,9,"['Documentary', 'Foreign']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1420,3000000.0,1.017103,80.0,1449945,0,0,1,2.0,1,2.0,1,0,15.0,9.0,2007,5,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1421,,4.241058,118.0,43471,0,0,0,1.0,0,1.0,1,1,4.0,3.0,2015,12,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,32000000.0,13.332387,155.0,57284237,0,0,1,6.0,0,1.0,1,0,13.0,51.0,2013,12,"['Adventure', 'Drama', 'History']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1423,24000000.0,6.562982,89.0,30551495,1,0,1,1.0,1,1.0,1,1,14.0,4.0,2011,9,"['Romance', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1424,,5.385862,100.0,7840873,0,0,1,2.0,1,1.0,1,1,8.0,10.0,1985,6,"['Family', 'Science Fiction']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1425,270000000.0,13.284712,154.0,391081192,1,1,1,4.0,1,3.0,1,0,18.0,24.0,2006,6,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1426,46000000.0,7.420019,99.0,107196498,0,1,1,2.0,1,3.0,1,1,12.0,16.0,2000,6,"['Action', 'Adventure', 'Crime', 'Thriller']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1427,25000000.0,11.746053,104.0,119772232,0,0,1,6.0,1,1.0,1,1,18.0,10.0,2012,12,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,60000000.0,8.259952,87.0,78309131,1,0,1,5.0,1,3.0,1,1,11.0,17.0,2011,5,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1429,30000000.0,6.212898,98.0,102000000,0,0,1,3.0,1,1.0,1,1,16.0,75.0,2010,10,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,13000000.0,6.361343,129.0,23727301,0,1,0,6.0,0,1.0,1,0,27.0,5.0,2005,6,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1431,5000000.0,13.336773,97.0,9760104,1,0,1,4.0,0,2.0,1,1,10.0,23.0,2009,6,"['Science Fiction', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1432,38000000.0,8.450799,96.0,205298907,1,0,1,2.0,1,1.0,1,1,74.0,17.0,2009,7,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1433,645180.0,5.841931,103.0,14743391,0,0,1,3.0,0,1.0,1,1,22.0,39.0,1989,7,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,250000.0,0.386717,97.0,23859,0,0,1,1.0,1,1.0,1,1,6.0,2.0,2010,4,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,22500000.0,9.615664,112.0,15520023,1,0,1,2.0,1,4.0,1,1,24.0,111.0,2014,12,"['War', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1436,,1.123409,89.0,1100000,0,0,1,1.0,0,2.0,1,1,7.0,6.0,2004,11,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1437,,5.483163,97.0,62985,1,0,0,6.0,0,2.0,1,0,16.0,14.0,2010,5,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1438,5200000.0,6.700173,99.0,2459895,0,1,1,2.0,1,1.0,1,1,13.0,9.0,1990,5,"['Science Fiction', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1439,26000000.0,12.638573,90.0,90426405,0,1,1,2.0,1,1.0,1,1,31.0,88.0,2003,1,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1440,,6.345885,93.0,14481606,0,1,1,1.0,1,1.0,1,1,12.0,32.0,1986,6,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1441,3500000.0,6.488277,72.0,3775000,1,0,1,2.0,1,1.0,1,1,10.0,14.0,2016,7,"['Action', 'Animation', 'Crime', 'Drama']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,10000000.0,12.928712,129.0,443684,1,0,1,3.0,1,1.0,1,1,66.0,24.0,2017,3,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1443,2410000.0,9.110348,100.0,10755447,0,1,1,2.0,1,2.0,1,1,19.0,10.0,1985,3,"['Action', 'Adventure', 'War']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1444,,7.089084,120.0,34710627,1,0,1,2.0,0,2.0,1,1,35.0,4.0,2011,3,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,18000000.0,7.69684,94.0,25312387,0,0,1,3.0,1,1.0,1,0,33.0,16.0,2014,7,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1446,,2.821608,124.0,8674093,0,0,1,2.0,1,1.0,1,1,8.0,2.0,1988,8,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,5000000.0,0.619657,94.0,3000000,0,0,1,1.0,1,1.0,1,1,16.0,5.0,1970,6,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,5000000.0,7.007993,91.0,5129058,1,0,1,1.0,1,1.0,1,1,28.0,10.0,2010,12,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,,5.695003,91.0,30524763,0,0,1,3.0,1,1.0,1,1,17.0,16.0,1992,4,"['Fantasy', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1450,60000000.0,8.905732,127.0,87784194,1,0,1,5.0,1,2.0,1,1,22.0,25.0,2009,4,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,22000000.0,10.77166,97.0,413454,0,0,1,2.0,1,1.0,1,1,23.0,29.0,2007,7,"['Drama', 'Action', 'Thriller', 'Crime']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1452,25000000.0,11.299673,170.0,65884703,0,0,1,1.0,1,2.0,1,1,63.0,42.0,1983,12,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1453,,0.66989,137.0,80551,0,0,0,1.0,0,1.0,1,0,9.0,5.0,2015,2,"['Drama', 'Science Fiction']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1454,40000000.0,9.530278,135.0,31670620,1,0,1,3.0,1,1.0,1,1,13.0,25.0,2005,11,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1455,13000000.0,2.62835,95.0,3752426,0,1,1,1.0,1,1.0,1,1,65.0,22.0,1991,1,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1456,800000.0,2.46167,105.0,6792000,0,0,1,1.0,1,1.0,1,1,15.0,24.0,1965,12,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1457,,3.191386,111.0,7205,1,0,1,1.0,1,1.0,1,1,15.0,13.0,2014,10,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,4361898.0,2.873356,92.0,3031801,1,0,1,1.0,0,3.0,1,1,15.0,12.0,2003,6,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1459,3500000.0,6.097684,103.0,4159678,1,0,0,3.0,0,1.0,1,1,7.0,36.0,2010,10,"['Fantasy', 'Horror']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1460,116000000.0,9.86738,170.0,102000000,0,0,1,8.0,1,1.0,1,1,65.0,149.0,2004,12,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,,4.619915,92.0,442965,0,0,1,3.0,1,1.0,1,1,18.0,17.0,1995,9,"['Comedy', 'Thriller', 'Crime', 'Drama']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1462,8000000.0,8.172013,101.0,6491240,1,0,1,1.0,1,1.0,1,1,28.0,28.0,2010,7,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,950000.0,9.62025,103.0,7022209,1,0,1,1.0,1,1.0,1,1,5.0,15.0,2005,1,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1464,5000000.0,1.792402,125.0,55635037,1,1,0,1.0,0,1.0,1,0,10.0,4.0,2007,12,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1465,4200000.0,8.803869,114.0,32000000,0,1,0,4.0,0,2.0,1,1,18.0,12.0,2004,6,"['Fantasy', 'Action', 'Thriller']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1466,50000000.0,10.337211,88.0,224803475,1,0,1,6.0,1,1.0,1,1,23.0,24.0,2013,1,"['Fantasy', 'Horror', 'Action']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1467,35000000.0,11.736241,108.0,57120318,0,1,1,4.0,1,1.0,1,1,38.0,83.0,1990,11,"['Science Fiction', 'Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1468,210000.0,3.424057,80.0,5000000,0,0,1,2.0,1,2.0,1,1,18.0,18.0,1953,6,"['Adventure', 'Horror', 'Science Fiction']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1469,6000000.0,13.293569,115.0,1317657,0,0,1,2.0,1,1.0,1,1,10.0,9.0,1982,12,"['War', 'Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1470,4000000.0,1.760091,72.0,1730000,1,1,0,1.0,0,1.0,1,0,11.0,1.0,2004,12,"['Animation', 'Comedy', 'Drama']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,6000000.0,6.714577,110.0,102308889,0,0,1,3.0,1,2.0,1,1,21.0,17.0,1969,9,"['History', 'Drama', 'Western', 'Crime']",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1472,20000000.0,5.990572,112.0,153698625,0,1,1,5.0,1,1.0,1,1,15.0,11.0,1993,7,"['Family', 'Adventure']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,6500000.0,23.242452,99.0,255273813,1,1,1,4.0,1,1.0,1,1,23.0,46.0,2014,10,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1474,3705538.0,7.404329,112.0,62548947,1,0,1,6.0,0,1.0,1,1,18.0,8.0,1992,9,"['Romance', 'Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1475,12000000.0,8.816951,91.0,37170057,0,0,1,2.0,1,1.0,1,1,22.0,23.0,1992,8,"['Drama', 'Horror', 'Thriller', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1476,12000000.0,8.025118,106.0,11293663,1,0,1,3.0,1,2.0,1,1,15.0,14.0,2007,10,"['Comedy', 'Romance', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1477,95000000.0,9.785895,118.0,226497209,0,1,1,8.0,1,1.0,1,1,91.0,48.0,2010,2,"['Adventure', 'Fantasy', 'Family']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1478,20000000.0,12.763976,107.0,4634062,1,0,1,3.0,1,2.0,1,1,14.0,7.0,2011,3,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1479,,2.690008,96.0,125,1,0,1,2.0,1,1.0,1,1,12.0,8.0,2013,6,"['Documentary', 'Music']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1480,1752000.0,11.709777,110.0,5000000,0,0,1,1.0,1,1.0,1,1,59.0,31.0,1950,8,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,12000000.0,13.065315,107.0,43493123,1,1,1,1.0,1,1.0,1,1,19.0,7.0,2008,4,"['Comedy', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,33000000.0,7.418574,105.0,62022014,0,0,1,1.0,1,2.0,1,1,19.0,19.0,2006,8,"['Action', 'Crime', 'Horror', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1483,23000000.0,12.21459,101.0,79799880,0,0,1,2.84634317862166,0,,1,0,23.0,4.0,2015,1,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,,16.373622,131.0,76586316,1,0,1,3.0,1,2.0,1,1,35.0,67.0,2013,11,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,3000000.0,5.493697,139.0,2807390,0,0,1,2.0,1,2.0,1,1,18.0,7.0,1998,10,"['Comedy', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,25000000.0,13.72021,87.0,10736401,0,0,1,2.0,1,1.0,1,1,11.0,12.0,1992,8,"['Comedy', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1487,,1.014961,103.0,6321392,0,0,1,1.0,1,1.0,1,1,11.0,10.0,1980,3,"['Comedy', 'Drama', 'Family', 'Romance']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1488,,0.318437,93.0,10198357,0,1,0,2.0,0,1.0,1,0,10.0,2.0,2010,2,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1489,,2.903563,94.0,401421,0,0,1,3.0,1,2.0,1,1,9.0,14.0,1988,9,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1490,,33.536359,93.0,5000000,0,0,0,5.0,0,1.0,1,0,13.0,3.0,2017,3,['War'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1491,5500000.0,2.942711,123.0,22159216,0,0,0,3.0,0,1.0,1,1,4.0,7.0,2015,5,"['Drama', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,25000000.0,8.88057,107.0,147780440,1,0,1,3.0,1,1.0,1,1,31.0,80.0,2011,1,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1493,7000000.0,5.701278,90.0,13818181,1,1,1,4.0,1,1.0,1,1,17.0,97.0,2003,4,"['Horror', 'Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1494,3000000.0,10.893224,87.0,11947954,1,0,1,2.0,1,1.0,1,1,15.0,63.0,2012,8,"['Comedy', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,45000000.0,3.733574,103.0,2154540,0,0,1,2.0,1,2.0,1,0,15.0,3.0,1997,1,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1496,70000000.0,6.753746,116.0,202466756,1,0,1,3.0,1,1.0,1,1,62.0,95.0,2011,3,"['Action', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1497,5000000.0,10.510468,90.0,38610009,1,1,1,3.0,1,3.0,1,1,10.0,35.0,2009,5,"['Mystery', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1498,65000000.0,0.948759,95.0,240159255,1,1,1,1.0,1,1.0,1,1,26.0,19.0,2012,9,"['Action', 'Horror', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1499,650000.0,7.814255,98.0,33245,1,1,1,3.0,1,1.0,1,1,14.0,18.0,2010,9,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1500,72000000.0,11.211568,106.0,408247917,0,0,1,3.0,1,2.0,1,1,15.0,88.0,2002,8,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1501,18000000.0,7.521346,122.0,26828365,0,0,1,2.0,1,1.0,1,1,17.0,44.0,1989,12,['War'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1502,12000000.0,12.159818,110.0,81272766,1,0,1,2.0,1,2.0,1,1,19.0,44.0,2012,2,"['Action', 'Thriller', 'War']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1503,,0.000844,94.0,989000,0,0,1,2.84634317862166,0,,1,1,8.0,7.0,1987,4,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,,6.94881,80.0,286201,0,0,1,2.84634317862166,1,1.0,1,0,10.0,10.0,2011,10,"['Documentary', 'Family']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,28000000.0,7.954623,108.0,16374328,1,0,1,6.0,1,1.0,1,1,22.0,13.0,2016,2,"['Romance', 'Horror', 'Comedy', 'Thriller']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1506,,0.950658,90.0,320092,0,0,1,2.0,1,1.0,1,1,14.0,7.0,2003,10,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,,5.378833,95.0,16017403,0,0,1,4.0,1,2.0,1,1,10.0,17.0,2001,8,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1508,30000000.0,2.899809,140.0,13130349,0,0,1,3.0,1,1.0,1,1,30.0,25.0,1997,2,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1509,,8.844452,100.0,3214116,0,0,1,3.0,1,1.0,1,1,15.0,30.0,2015,6,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,68000000.0,10.97633,116.0,118063304,0,1,1,3.0,1,2.0,1,1,28.0,18.0,1997,4,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1511,30000000.0,21.946943,81.0,373554033,1,1,1,1.0,1,1.0,1,0,13.0,106.0,1995,10,"['Animation', 'Comedy', 'Family']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,15000000.0,15.553313,98.0,61548707,1,0,1,2.0,1,2.0,1,1,21.0,62.0,2015,11,"['Horror', 'Comedy', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1513,10000000.0,6.370105,101.0,1631839,0,0,1,2.0,1,1.0,1,1,16.0,2.0,2000,2,"['Action', 'Comedy', 'Romance', 'Thriller']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1514,10000000.0,17.602928,97.0,52882018,1,1,1,7.0,1,1.0,1,1,22.0,71.0,2015,8,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515,65000000.0,19.083823,157.0,84785914,0,0,1,3.0,1,1.0,1,1,26.0,43.0,2007,3,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1516,25000000.0,8.338562,109.0,163670000,1,0,1,6.0,1,1.0,1,1,15.0,35.0,2009,9,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1517,800000.0,11.84696,93.0,14000000,0,1,1,6.0,1,3.0,1,1,18.0,22.0,1984,3,"['Drama', 'Fantasy', 'Horror', 'Thriller']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1518,,0.075885,98.0,269823,0,0,1,2.84634317862166,1,1.0,1,1,4.0,4.0,1990,9,['Documentary'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,8000000.0,9.609879,103.0,82703,0,0,1,3.0,0,1.0,1,1,31.0,27.0,2016,11,"['Drama', 'Family', 'Comedy']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,,9.442756,90.0,21134374,0,1,1,1.0,1,1.0,1,1,35.0,6.0,1982,8,"['Action', 'Comedy']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,130000000.0,10.747642,100.0,243843127,0,0,1,3.0,1,1.0,1,1,19.0,86.0,2013,5,"['Science Fiction', 'Action', 'Adventure']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1522,,0.780748,111.0,243000,0,0,0,1.0,0,1.0,1,0,10.0,14.0,2016,9,"['Drama', 'Romance', 'Comedy']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1523,18000000.0,9.746725,105.0,1831348,0,0,0,4.0,0,2.0,1,1,15.0,9.0,2006,3,"['Action', 'Animation', 'Science Fiction']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1524,88000000.0,21.14796,105.0,243637091,1,0,1,2.0,1,1.0,1,1,72.0,40.0,2015,7,"['Action', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1525,777000.0,8.152085,86.0,2437000,1,0,1,2.0,1,1.0,1,1,14.0,12.0,1971,3,"['Drama', 'Mystery', 'Science Fiction']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1526,42000000.0,8.371005,115.0,63781810,0,0,1,6.0,1,2.0,1,1,36.0,14.0,2002,4,"['Drama', 'Mystery', 'Thriller', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1527,2000000.0,3.3924,85.0,2260622,0,1,1,1.0,1,1.0,1,1,10.0,5.0,1994,4,"['Comedy', 'Horror']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1528,12000000.0,4.726238,106.0,21026290,0,0,0,5.0,0,5.0,1,1,16.0,13.0,2014,1,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,,1.650666,111.0,1079726,1,0,1,3.0,1,1.0,1,1,15.0,2.0,2001,5,['Comedy'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,10000000.0,7.176601,96.0,47410000,0,0,1,1.0,1,1.0,1,1,24.0,8.0,1990,2,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1531,36000000.0,9.244469,84.0,189712432,1,0,1,2.0,1,1.0,1,1,14.0,8.0,2011,1,"['Animation', 'Family']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,15000000.0,11.239012,107.0,59389433,1,0,1,2.0,1,1.0,1,1,31.0,6.0,2011,3,"['Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
